surah,muqattaat_letters,letter,calculation_type,calculation_description,value,comparison_context
41,ح م,م,ratio_previous,Letter ratio in previous surah (count/total),0.0730152598029747,Previous surah (surah 40)
41,ح م,م,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.07970050606486523,All surahs before current (surahs 1-40)
41,ح م,م,ratio_next,Letter ratio in next surah (count/total),0.0828698553948832,Next surah (surah 42)
41,ح م,م,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.08023147171403598,All surahs after current (surahs 42-114)
41,ح م,م,diff_vs_previous,Difference between current and previous surah ratios,0.007383801229889145,Current vs Previous surah ratio difference
41,ح م,م,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.0006985549679986158,Current vs All Previous surahs ratio difference
41,ح م,م,diff_vs_next,Difference between current and next surah ratios,-0.0024707943620193573,Current vs Next surah ratio difference
41,ح م,م,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.00016758931882786265,Current vs All Subsequent surahs ratio difference
42,ح م ع س ق,ح,count_current,Letter count in current surah,52,Current surah with Muqatta'at
42,ح م ع س ق,ح,count_previous,Letter count in previous surah,47,Previous surah (surah 41)
42,ح م ع س ق,ح,count_all_previous,Letter count in all previous surahs,3303,All surahs before current (surahs 1-41)
42,ح م ع س ق,ح,count_next,Letter count in next surah,43,Next surah (surah 43)
42,ح م ع س ق,ح,count_all_after,Letter count in all subsequent surahs,790,All surahs after current (surahs 43-114)
42,ح م ع س ق,ح,ratio_current,Letter ratio in current surah (count/total),0.014460511679644048,Current surah with Muqatta'at
42,ح م ع س ق,ح,ratio_previous,Letter ratio in previous surah (count/total),0.013791079812206572,Previous surah (surah 41)
42,ح م ع س ق,ح,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.012288449304100986,All surahs before current (surahs 1-41)
42,ح م ع س ق,ح,ratio_next,Letter ratio in next surah (count/total),0.011803458687894593,Next surah (surah 43)
42,ح م ع س ق,ح,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.012587234313756732,All surahs after current (surahs 43-114)
42,ح م ع س ق,ح,diff_vs_previous,Difference between current and previous surah ratios,0.0006694318674374759,Current vs Previous surah ratio difference
42,ح م ع س ق,ح,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.0021720623755430626,Current vs All Previous surahs ratio difference
42,ح م ع س ق,ح,diff_vs_next,Difference between current and next surah ratios,0.002657052991749455,Current vs Next surah ratio difference
42,ح م ع س ق,ح,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.0018732773658873166,Current vs All Subsequent surahs ratio difference
42,ح م ع س ق,م,count_current,Letter count in current surah,298,Current surah with Muqatta'at
42,ح م ع س ق,م,count_previous,Letter count in previous surah,274,Previous surah (surah 41)
42,ح م ع س ق,م,count_all_previous,Letter count in all previous surahs,21425,All surahs before current (surahs 1-41)
42,ح م ع س ق,م,count_next,Letter count in next surah,322,Next surah (surah 43)
42,ح م ع س ق,م,count_all_after,Letter count in all subsequent surahs,5026,All surahs after current (surahs 43-114)
42,ح م ع س ق,م,ratio_current,Letter ratio in current surah (count/total),0.0828698553948832,Current surah with Muqatta'at
42,ح م ع س ق,م,ratio_previous,Letter ratio in previous surah (count/total),0.08039906103286384,Previous surah (surah 41)
42,ح م ع س ق,م,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.07970936310637712,All surahs before current (surahs 1-41)
42,ح م ع س ق,م,ratio_next,Letter ratio in next surah (count/total),0.08838869063958277,Next surah (surah 43)
42,ح م ع س ق,م,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.08008030336828018,All surahs after current (surahs 43-114)
42,ح م ع س ق,م,diff_vs_previous,Difference between current and previous surah ratios,0.0024707943620193573,Current vs Previous surah ratio difference
42,ح م ع س ق,م,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.003160492288506081,Current vs All Previous surahs ratio difference
42,ح م ع س ق,م,diff_vs_next,Difference between current and next surah ratios,-0.005518835244699566,Current vs Next surah ratio difference
42,ح م ع س ق,م,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.002789552026603026,Current vs All Subsequent surahs ratio difference
42,ح م ع س ق,ع,count_current,Letter count in current surah,99,Current surah with Muqatta'at
42,ح م ع س ق,ع,count_previous,Letter count in previous surah,102,Previous surah (surah 41)
42,ح م ع س ق,ع,count_all_previous,Letter count in all previous surahs,7597,All surahs before current (surahs 1-41)
42,ح م ع س ق,ع,count_next,Letter count in next surah,121,Next surah (surah 43)
42,ح م ع س ق,ع,count_all_after,Letter count in all subsequent surahs,1711,All surahs after current (surahs 43-114)
42,ح م ع س ق,ع,ratio_current,Letter ratio in current surah (count/total),0.02753058954393771,Current surah with Muqatta'at
42,ح م ع س ق,ع,ratio_previous,Letter ratio in previous surah (count/total),0.02992957746478873,Previous surah (surah 41)
42,ح م ع س ق,ع,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.028263805438466603,All surahs before current (surahs 1-41)
42,ح م ع س ق,ع,ratio_next,Letter ratio in next surah (count/total),0.03321438374965688,Next surah (surah 43)
42,ح م ع س ق,ع,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.02726171887447819,All surahs after current (surahs 43-114)
42,ح م ع س ق,ع,diff_vs_previous,Difference between current and previous surah ratios,-0.002398987920851022,Current vs Previous surah ratio difference
42,ح م ع س ق,ع,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.0007332158945288943,Current vs All Previous surahs ratio difference
42,ح م ع س ق,ع,diff_vs_next,Difference between current and next surah ratios,-0.00568379420571917,Current vs Next surah ratio difference
42,ح م ع س ق,ع,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.00026887066945952,Current vs All Subsequent surahs ratio difference
42,ح م ع س ق,س,count_current,Letter count in current surah,54,Current surah with Muqatta'at
42,ح م ع س ق,س,count_previous,Letter count in previous surah,64,Previous surah (surah 41)
42,ح م ع س ق,س,count_all_previous,Letter count in all previous surahs,4769,All surahs before current (surahs 1-41)
42,ح م ع س ق,س,count_next,Letter count in next surah,71,Next surah (surah 43)
42,ح م ع س ق,س,count_all_after,Letter count in all subsequent surahs,1193,All surahs after current (surahs 43-114)
42,ح م ع س ق,س,ratio_current,Letter ratio in current surah (count/total),0.015016685205784204,Current surah with Muqatta'at
42,ح م ع س ق,س,ratio_previous,Letter ratio in previous surah (count/total),0.018779342723004695,Previous surah (surah 41)
42,ح م ع س ق,س,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.01774254154745916,All surahs before current (surahs 1-41)
42,ح م ع س ق,س,ratio_next,Letter ratio in next surah (count/total),0.019489431786988747,Next surah (surah 43)
42,ح م ع س ق,س,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.019008317134571875,All surahs after current (surahs 43-114)
42,ح م ع س ق,س,diff_vs_previous,Difference between current and previous surah ratios,-0.0037626575172204912,Current vs Previous surah ratio difference
42,ح م ع س ق,س,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.0027258563416749544,Current vs All Previous surahs ratio difference
42,ح م ع س ق,س,diff_vs_next,Difference between current and next surah ratios,-0.0044727465812045425,Current vs Next surah ratio difference
42,ح م ع س ق,س,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.003991631928787671,Current vs All Subsequent surahs ratio difference
42,ح م ع س ق,ق,count_current,Letter count in current surah,58,Current surah with Muqatta'at
42,ح م ع س ق,ق,count_previous,Letter count in previous surah,81,Previous surah (surah 41)
42,ح م ع س ق,ق,count_all_previous,Letter count in all previous surahs,5674,All surahs before current (surahs 1-41)
42,ح م ع س ق,ق,count_next,Letter count in next surah,84,Next surah (surah 43)
42,ح م ع س ق,ق,count_all_after,Letter count in all subsequent surahs,1304,All surahs after current (surahs 43-114)
42,ح م ع س ق,ق,ratio_current,Letter ratio in current surah (count/total),0.016129032258064516,Current surah with Muqatta'at
42,ح م ع س ق,ق,ratio_previous,Letter ratio in previous surah (count/total),0.023767605633802816,Previous surah (surah 41)
42,ح م ع س ق,ق,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.021109494808195278,All surahs before current (surahs 1-41)
42,ح م ع س ق,ق,ratio_next,Letter ratio in next surah (count/total),0.02305791929728246,Next surah (surah 43)
42,ح م ع س ق,ق,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.020776903221694655,All surahs after current (surahs 43-114)
42,ح م ع س ق,ق,diff_vs_previous,Difference between current and previous surah ratios,-0.007638573375738301,Current vs Previous surah ratio difference
42,ح م ع س ق,ق,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.004980462550130762,Current vs All Previous surahs ratio difference
42,ح م ع س ق,ق,diff_vs_next,Difference between current and next surah ratios,-0.006928887039217943,Current vs Next surah ratio difference
42,ح م ع س ق,ق,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.004647870963630139,Current vs All Subsequent surahs ratio difference
43,ح م,ح,count_current,Letter count in current surah,43,Current surah with Muqatta'at
43,ح م,ح,count_previous,Letter count in previous surah,52,Previous surah (surah 42)
43,ح م,ح,count_all_previous,Letter count in all previous surahs,3355,All surahs before current (surahs 1-42)
43,ح م,ح,count_next,Letter count in next surah,15,Next surah (surah 44)
43,ح م,ح,count_all_after,Letter count in all subsequent surahs,747,All surahs after current (surahs 44-114)
43,ح م,ح,ratio_current,Letter ratio in current surah (count/total),0.011803458687894593,Current surah with Muqatta'at
43,ح م,ح,ratio_previous,Letter ratio in previous surah (count/total),0.014460511679644048,Previous surah (surah 42)
43,ح م,ح,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.012317124658112598,All surahs before current (surahs 1-42)
43,ح م,ح,ratio_next,Letter ratio in next surah (count/total),0.010046885465505693,Next surah (surah 44)
43,ح م,ح,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.012635531724149596,All surahs after current (surahs 44-114)
43,ح م,ح,diff_vs_previous,Difference between current and previous surah ratios,-0.002657052991749455,Current vs Previous surah ratio difference
43,ح م,ح,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.0005136659702180048,Current vs All Previous surahs ratio difference
43,ح م,ح,diff_vs_next,Difference between current and next surah ratios,0.0017565732223888998,Current vs Next surah ratio difference
43,ح م,ح,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.0008320730362550034,Current vs All Subsequent surahs ratio difference
43,ح م,م,count_current,Letter count in current surah,322,Current surah with Muqatta'at
43,ح م,م,count_previous,Letter count in previous surah,298,Previous surah (surah 42)
43,ح م,م,count_all_previous,Letter count in all previous surahs,21723,All surahs before current (surahs 1-42)
43,ح م,م,count_next,Letter count in next surah,148,Next surah (surah 44)
43,ح م,م,count_all_after,Letter count in all subsequent surahs,4704,All surahs after current (surahs 44-114)
43,ح م,م,ratio_current,Letter ratio in current surah (count/total),0.08838869063958277,Current surah with Muqatta'at
43,ح م,م,ratio_previous,Letter ratio in previous surah (count/total),0.0828698553948832,Previous surah (surah 42)
43,ح م,م,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.07975108761495676,All surahs before current (surahs 1-42)
43,ح م,م,ratio_next,Letter ratio in next surah (count/total),0.09912926992632284,Next surah (surah 44)
43,ح م,م,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.07956832828701432,All surahs after current (surahs 44-114)
43,ح م,م,diff_vs_previous,Difference between current and previous surah ratios,0.005518835244699566,Current vs Previous surah ratio difference
43,ح م,م,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.008637603024626003,Current vs All Previous surahs ratio difference
43,ح م,م,diff_vs_next,Difference between current and next surah ratios,-0.010740579286740076,Current vs Next surah ratio difference
43,ح م,م,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.008820362352568445,Current vs All Subsequent surahs ratio difference
44,ح م,ح,count_current,Letter count in current surah,15,Current surah with Muqatta'at
44,ح م,ح,count_previous,Letter count in previous surah,43,Previous surah (surah 43)
44,ح م,ح,count_all_previous,Letter count in all previous surahs,3398,All surahs before current (surahs 1-43)
44,ح م,ح,count_next,Letter count in next surah,30,Next surah (surah 45)
44,ح م,ح,count_all_after,Letter count in all subsequent surahs,732,All surahs after current (surahs 45-114)
44,ح م,ح,ratio_current,Letter ratio in current surah (count/total),0.010046885465505693,Current surah with Muqatta'at
44,ح م,ح,ratio_previous,Letter ratio in previous surah (count/total),0.011803458687894593,Previous surah (surah 43)
44,ح م,ح,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.012310345327285638,All surahs before current (surahs 1-43)
44,ح م,ح,ratio_next,Letter ratio in next surah (count/total),0.014218009478672985,Next surah (surah 45)
44,ح م,ح,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.012702599521049527,All surahs after current (surahs 45-114)
44,ح م,ح,diff_vs_previous,Difference between current and previous surah ratios,-0.0017565732223888998,Current vs Previous surah ratio difference
44,ح م,ح,diff_vs_all_previous,Difference between current and all previous surahs ratios,-0.002263459861779945,Current vs All Previous surahs ratio difference
44,ح م,ح,diff_vs_next,Difference between current and next surah ratios,-0.004171124013167292,Current vs Next surah ratio difference
44,ح م,ح,diff_vs_all_after,Difference between current and all subsequent surahs ratios,-0.0026557140555438334,Current vs All Subsequent surahs ratio difference
44,ح م,م,count_current,Letter count in current surah,148,Current surah with Muqatta'at
44,ح م,م,count_previous,Letter count in previous surah,322,Previous surah (surah 43)
44,ح م,م,count_all_previous,Letter count in all previous surahs,22045,All surahs before current (surahs 1-43)
44,ح م,م,count_next,Letter count in next surah,198,Next surah (surah 45)
44,ح م,م,count_all_after,Letter count in all subsequent surahs,4556,All surahs after current (surahs 45-114)
44,ح م,م,ratio_current,Letter ratio in current surah (count/total),0.09912926992632284,Current surah with Muqatta'at
44,ح م,م,ratio_previous,Letter ratio in previous surah (count/total),0.08838869063958277,Previous surah (surah 43)
44,ح م,م,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.07986508615068036,All surahs before current (surahs 1-43)
44,ح م,م,ratio_next,Letter ratio in next surah (count/total),0.0938388625592417,Next surah (surah 45)
44,ح م,م,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.07906153472390935,All surahs after current (surahs 45-114)
44,ح م,م,diff_vs_previous,Difference between current and previous surah ratios,0.010740579286740076,Current vs Previous surah ratio difference
44,ح م,م,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.019264183775642485,Current vs All Previous surahs ratio difference
44,ح م,م,diff_vs_next,Difference between current and next surah ratios,0.00529040736708114,Current vs Next surah ratio difference
44,ح م,م,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.020067735202413492,Current vs All Subsequent surahs ratio difference
45,ح م,ح,count_current,Letter count in current surah,30,Current surah with Muqatta'at
45,ح م,ح,count_previous,Letter count in previous surah,15,Previous surah (surah 44)
45,ح م,ح,count_all_previous,Letter count in all previous surahs,3413,All surahs before current (surahs 1-44)
45,ح م,ح,count_next,Letter count in next surah,35,Next surah (surah 46)
45,ح م,ح,count_all_after,Letter count in all subsequent surahs,702,All surahs after current (surahs 46-114)
45,ح م,ح,ratio_current,Letter ratio in current surah (count/total),0.014218009478672985,Current surah with Muqatta'at
45,ح م,ح,ratio_previous,Letter ratio in previous surah (count/total),0.010046885465505693,Previous surah (surah 44)
45,ح م,ح,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.01229816842689382,All surahs before current (surahs 1-44)
45,ح م,ح,ratio_next,Letter ratio in next surah (count/total),0.012967765839199704,Next surah (surah 46)
45,ح م,ح,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.012645003242308524,All surahs after current (surahs 46-114)
45,ح م,ح,diff_vs_previous,Difference between current and previous surah ratios,0.004171124013167292,Current vs Previous surah ratio difference
45,ح م,ح,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.0019198410517791645,Current vs All Previous surahs ratio difference
45,ح م,ح,diff_vs_next,Difference between current and next surah ratios,0.0012502436394732815,Current vs Next surah ratio difference
45,ح م,ح,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.001573006236364461,Current vs All Subsequent surahs ratio difference
45,ح م,م,count_current,Letter count in current surah,198,Current surah with Muqatta'at
45,ح م,م,count_previous,Letter count in previous surah,148,Previous surah (surah 44)
45,ح م,م,count_all_previous,Letter count in all previous surahs,22193,All surahs before current (surahs 1-44)
45,ح م,م,count_next,Letter count in next surah,223,Next surah (surah 46)
45,ح م,م,count_all_after,Letter count in all subsequent surahs,4358,All surahs after current (surahs 46-114)
45,ح م,م,ratio_current,Letter ratio in current surah (count/total),0.0938388625592417,Current surah with Muqatta'at
45,ح م,م,ratio_previous,Letter ratio in previous surah (count/total),0.09912926992632284,Previous surah (surah 44)
45,ح م,م,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.07996872308762219,All surahs before current (surahs 1-44)
45,ح م,م,ratio_next,Letter ratio in next surah (count/total),0.08262319377547239,Next surah (surah 46)
45,ح م,م,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.07849989192304921,All surahs after current (surahs 46-114)
45,ح م,م,diff_vs_previous,Difference between current and previous surah ratios,-0.00529040736708114,Current vs Previous surah ratio difference
45,ح م,م,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.013870139471619511,Current vs All Previous surahs ratio difference
45,ح م,م,diff_vs_next,Difference between current and next surah ratios,0.011215668783769311,Current vs Next surah ratio difference
45,ح م,م,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.015338970636192495,Current vs All Subsequent surahs ratio difference
46,ح م,ح,count_current,Letter count in current surah,35,Current surah with Muqatta'at
46,ح م,ح,count_previous,Letter count in previous surah,30,Previous surah (surah 45)
46,ح م,ح,count_all_previous,Letter count in all previous surahs,3443,All surahs before current (surahs 1-45)
46,ح م,ح,count_next,Letter count in next surah,23,Next surah (surah 47)
46,ح م,ح,count_all_after,Letter count in all subsequent surahs,667,All surahs after current (surahs 47-114)
46,ح م,ح,ratio_current,Letter ratio in current surah (count/total),0.012967765839199704,Current surah with Muqatta'at
46,ح م,ح,ratio_previous,Letter ratio in previous surah (count/total),0.014218009478672985,Previous surah (surah 45)
46,ح م,ح,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.012312654891625035,All surahs before current (surahs 1-45)
46,ح م,ح,ratio_next,Letter ratio in next surah (count/total),0.009391588403429971,Next surah (surah 47)
46,ح م,ح,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.012628509760115115,All surahs after current (surahs 47-114)
46,ح م,ح,diff_vs_previous,Difference between current and previous surah ratios,-0.0012502436394732815,Current vs Previous surah ratio difference
46,ح م,ح,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.0006551109475746685,Current vs All Previous surahs ratio difference
46,ح م,ح,diff_vs_next,Difference between current and next surah ratios,0.0035761774357697326,Current vs Next surah ratio difference
46,ح م,ح,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.00033925607908458916,Current vs All Subsequent surahs ratio difference
46,ح م,م,count_current,Letter count in current surah,223,Current surah with Muqatta'at
46,ح م,م,count_previous,Letter count in previous surah,198,Previous surah (surah 45)
46,ح م,م,count_all_previous,Letter count in all previous surahs,22391,All surahs before current (surahs 1-45)
46,ح م,م,count_next,Letter count in next surah,223,Next surah (surah 47)
46,ح م,م,count_all_after,Letter count in all subsequent surahs,4135,All surahs after current (surahs 47-114)
46,ح م,م,ratio_current,Letter ratio in current surah (count/total),0.08262319377547239,Current surah with Muqatta'at
46,ح م,م,ratio_previous,Letter ratio in previous surah (count/total),0.0938388625592417,Previous surah (surah 45)
46,ح م,م,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.08007338242183448,All surahs before current (surahs 1-45)
46,ح م,م,ratio_next,Letter ratio in next surah (count/total),0.09105757452021233,Next surah (surah 47)
46,ح م,م,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.07828918719351724,All surahs after current (surahs 47-114)
46,ح م,م,diff_vs_previous,Difference between current and previous surah ratios,-0.011215668783769311,Current vs Previous surah ratio difference
46,ح م,م,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.0025498113536379097,Current vs All Previous surahs ratio difference
46,ح م,م,diff_vs_next,Difference between current and next surah ratios,-0.008434380744739942,Current vs Next surah ratio difference
46,ح م,م,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.004334006581955152,Current vs All Subsequent surahs ratio difference
50,ق,ق,count_current,Letter count in current surah,58,Current surah with Muqatta'at
50,ق,ق,count_previous,Letter count in previous surah,32,Previous surah (surah 49)
50,ق,ق,count_all_previous,Letter count in all previous surahs,6077,All surahs before current (surahs 1-49)
50,ق,ق,count_next,Letter count in next surah,46,Next surah (surah 51)
50,ق,ق,count_all_after,Letter count in all subsequent surahs,901,All surahs after current (surahs 51-114)
50,ق,ق,ratio_current,Letter ratio in current surah (count/total),0.03808273145108339,Current surah with Muqatta'at
50,ق,ق,ratio_previous,Letter ratio in previous surah (count/total),0.020499679692504803,Previous surah (surah 49)
50,ق,ق,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.02103576114009187,All surahs before current (surahs 1-49)
50,ق,ق,ratio_next,Letter ratio in next surah (count/total),0.02956298200514139,Next surah (surah 51)
50,ق,ق,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.020140829328266458,All surahs after current (surahs 51-114)
50,ق,ق,diff_vs_previous,Difference between current and previous surah ratios,0.017583051758578584,Current vs Previous surah ratio difference
50,ق,ق,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.01704697031099152,Current vs All Previous surahs ratio difference
50,ق,ق,diff_vs_next,Difference between current and next surah ratios,0.008519749445941999,Current vs Next surah ratio difference
50,ق,ق,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.01794190212281693,Current vs All Subsequent surahs ratio difference
68,ن,ن,count_current,Letter count in current surah,132,Current surah with Muqatta'at
68,ن,ن,count_previous,Letter count in previous surah,98,Previous surah (surah 67)
68,ن,ن,count_all_previous,Letter count in all previous surahs,25823,All surahs before current (surahs 1-67)
68,ن,ن,count_next,Letter count in next surah,73,Next surah (surah 69)
68,ن,ن,count_all_after,Letter count in all subsequent surahs,1315,All surahs after current (surahs 69-114)
68,ن,ن,ratio_current,Letter ratio in current surah (count/total),0.1017733230531997,Current surah with Muqatta'at
68,ن,ن,ratio_previous,Letter ratio in previous surah (count/total),0.07195301027900147,Previous surah (surah 67)
68,ن,ن,ratio_all_previous,Letter ratio in all previous surahs (count/total),0.08190601250967407,All surahs before current (surahs 1-67)
68,ن,ن,ratio_next,Letter ratio in next surah (count/total),0.06420404573438875,Next surah (surah 69)
68,ن,ن,ratio_all_after,Letter ratio in all subsequent surahs (count/total),0.07079788952298913,All surahs after current (surahs 69-114)
68,ن,ن,diff_vs_previous,Difference between current and previous surah ratios,0.02982031277419822,Current vs Previous surah ratio difference
68,ن,ن,diff_vs_all_previous,Difference between current and all previous surahs ratios,0.019867310543525626,Current vs All Previous surahs ratio difference
68,ن,ن,diff_vs_next,Difference between current and next surah ratios,0.03756927731881095,Current vs Next surah ratio difference
68,ن,ن,diff_vs_all_after,Difference between current and all subsequent surahs ratios,0.030975433530210567,Current vs All Subsequent surahs ratio difference
